GOOG,AAPL,NVDA
139.4013671875,184.93821716308597,48.16178512573242
140.20045471191406,183.5534820556641,47.56286239624024
137.88308715820312,181.22232055664065,47.9918098449707
137.2338409423828,180.49508666992188,49.09066390991211
140.37026977539062,184.8585205078125,52.24625396728516
142.39794921875,184.4401092529297,53.13314437866211
143.6365509033203,185.4861297607422,54.34298706054688
143.50669860839844,184.88841247558597,54.81492614746094
144.0760498046875,185.2171630859375,54.702938079833984
143.91622924804688,182.93582153320312,56.37472534179688
142.7275848388672,181.98941040039065,56.04576873779297
144.8251953125,187.91693115234372,57.09962844848633
147.8018035888672,190.8358459472656,59.48332214355469
147.5421142578125,193.1570281982422,59.64630126953125
148.51100158691406,194.4421539306641,59.86527633666992
150.17910766601562,193.7647247314453,61.35408020019531
153.46536254882812,193.43597412109372,61.60904693603516
153.6151885986328,191.6925811767578,61.02312469482422
154.66400146484375,191.0052032470703,62.456939697265625
152.87603759765625,187.32913208007807,62.76589584350586
141.63882446289062,183.70291137695312,61.51905822753906
142.54779052734375,186.15362548828125,63.01886749267578
143.3768310546875,185.14743041992188,66.1514663696289
144.7652587890625,186.9705047607422,69.32305908203125
145.24472045898438,188.5843963623047,68.21420288085938
146.5132598876953,188.6939849853516,70.08995056152344
147.0526580810547,187.6081085205078,69.63201141357422
150.04925537109375,188.37615966796875,72.12368774414062
148.56094360351562,186.680419921875,72.23867797851562
146.20362854003906,184.57571411132807,72.11869812011719
146.97274780273438,183.6879425048828,73.89046478271484
143.77639770507812,183.398681640625,72.64862060546875
141.59886169433594,181.85255432128903,72.60363006591797
142.03836059570312,181.1044464111328,69.44303894042969
143.67649841308594,181.862548828125,67.46329498291016
145.1548309326172,183.90737915039065,78.52787017822266
145.12484741210938,182.0620574951172,78.80683135986328
138.59228515625,180.70545959472656,79.08180236816406
139.94076538085938,182.17176818847656,78.69084167480469
137.27378845214844,180.9647979736328,77.6529769897461
139.62110900878906,180.2964782714844,79.10179138183594
137.9230499267578,179.20921325683594,82.26837921142578
134.04745483398438,174.66065979003906,85.22599792480469
133.6279296875,169.69314575195312,85.95693969726562
132.40931701660156,168.69566345214844,88.69271087646484
135.08628845214844,168.57595825195312,92.66138458251952
136.13507080078125,170.30162048339844,87.52081298828125
138.78207397460938,172.31655883789062,85.76696014404297
139.46128845214844,172.7953338623047,91.90544891357422
140.61000061035156,170.70062255859375,90.88053894042967
144.17593383789062,172.56593322753906,87.93677520751953
142.00839233398438,172.18687438964844,87.82978057861328
148.31121826171875,173.28411865234375,88.44773864746094
147.75186157226562,175.63821411132812,89.39066314697266
149.50985717773438,178.22169494628906,90.36457824707033
148.57093811035156,170.94000244140625,91.427490234375
151.5974884033203,171.84771728515625,94.28125762939452
150.9781951904297,170.42132568359375,94.99419403076172
151.52757263183594,169.2841796875,92.55339813232422
151.76730346679688,172.87513732910156,90.24258422851562
152.08692932128906,171.0497283935547,90.34857940673828
156.32211303710938,169.60337829589844,90.35557556152344
155.6928253173828,168.41635131835938,89.44465637207031
156.1922607421875,169.22433471679688,88.9566879272461
151.76730346679688,168.39642333984375,85.89794158935547
153.76502990722656,169.15451049804688,88.00077819824219
155.9625244140625,168.02734375,87.12584686279297
157.9602508544922,169.24427795410156,85.34698486328125
157.48080444335938,167.3590087890625,87.03185272216797
160.6072235107422,174.60079956054688,90.60855102539062
159.00906372070312,176.10702514648438,88.17875671386719
156.15231323242188,172.25669860839844,85.99393463134766
155.8226776123047,168.95501708984375,87.40782165527344
156.70169067382812,167.57847595214844,84.0280990600586
157.28102111816406,166.62086486816406,84.6640396118164
155.54299926757812,164.58599853515625,76.19374084472656
157.7704620361328,165.4238739013672,79.51146697998047
159.73822021484375,166.48121643066406,82.41622924804688
160.91688537597656,168.59591674804688,79.67045593261719
157.7704620361328,169.46372985839844,82.62521362304688
173.49256896972656,168.87521362304688,87.72779083251953
167.7091522216797,173.06466674804688,87.74979400634766
164.45286560058594,169.90261840820312,86.39490509033203
165.38180541992188,168.87521362304688,83.0341796875
168.26852416992188,172.59585571289062,85.80995178222656
168.7979278564453,182.9198760986328,88.78170776367188
169.636962890625,181.2540740966797,92.13243103027344
172.7833709716797,181.9423370361328,90.54656219482422
170.9654541015625,182.281494140625,90.40457916259766
171.38497924804688,184.10690307617188,88.73971557617188
170.096435546875,182.8383636474609,89.87061309814453
170.7057342529297,186.06463623046875,90.3915786743164
171.7345733642578,187.2133026123047,91.34849548339844
173.68235778808594,189.5006561279297,94.62222290039062
175.2305908203125,189.6205139160156,94.35124969482422
177.08847045898438,189.6504821777344,92.47139739990234
178.2571563720703,190.81912231445312,94.772216796875
179.33592224121094,192.12762451171875,95.37816619873048
177.79766845703125,190.6792907714844,94.94219970703124
174.8610076904297,186.6639404296875,103.7904815673828
176.12957763671875,189.7603454589844,106.46025848388672
177.81765747070312,189.77035522460935,113.8916473388672
177.19834899902344,190.0699920654297,114.81556701660156
173.3627166748047,191.0688323974609,110.4909210205078
173.76226806640625,192.02772521972656,109.6240005493164
174.22174072265625,193.8056640625,114.99055480957033
174.93093872070312,194.12530517578125,116.42742919921876
176.86874389648438,195.6435394287109,122.42994689941406
178.14727783203125,194.2551422119141,120.9880599975586
175.75,196.6623687744141,120.8780746459961
176.6300048828125,192.89671325683597,121.77999877929688
178.19000244140625,206.91049194335935,120.91000366210938
179.55999755859375,212.82366943359372,125.1999969482422
176.74000549316406,213.9923095703125,129.61000061035156
178.3699951171875,212.2443389892578,131.8800048828125
178.77999877929688,216.41949462890625,130.97999572753906
176.4499969482422,214.042236328125,135.5800018310547
177.7100067138672,209.4375762939453,130.77999877929688
180.25999450683597,207.2501220703125,126.56999969482422
180.7899932861328,207.89935302734372,118.11000061035156
185.5800018310547,208.8282928466797,126.08999633789062
185.3699951171875,213.00344848632807,126.4000015258789
186.8600006103516,213.85247802734372,123.98999786376952
183.4199981689453,210.37648010253903,123.54000091552734
184.4900054931641,216.49940490722656,124.3000030517578
186.6100006103516,220.0153350830078,122.66999816894533
187.38999938964844,221.2938537597656,128.27999877929688
191.9600067138672,226.07830810546875,125.83000183105467
190.47999572753903,227.55661010742188,128.1999969482422
190.44000244140625,228.4156036376953,131.3800048828125
192.66000366210935,232.71063232421875,134.91000366210938
187.3000030517578,227.3069000244141,127.4000015258789
186.77999877929688,230.27345275878903,129.24000549316406
188.19000244140625,234.1289978027344,128.44000244140625
185.5,234.54852294921875,126.36000061035156
182.6199951171875,228.61538696289065,117.98999786376952
179.22000122070312,223.9208068847656,121.08999633789062
179.38999938964844,224.0506591796875,117.93000030517578
183.3500061035156,223.7010803222656,123.54000091552734
183.6000061035156,224.74984741210935,122.58999633789062
174.3699951171875,218.28732299804688,114.25
169.16000366210938,217.23855590820312,112.27999877929688
168.67999267578125,217.7080078125,113.05999755859376
171.1300048828125,217.98768615722656,111.58999633789062
171.86000061035156,218.5470428466797,103.7300033569336
173.14999389648438,221.8232421875,117.0199966430664
